claim_no,accident_year,occurrence_period,claim_size,notidel,setldel,report_dy,cum_paid_observed,cum_paid_full,reserve_true,ibnr_flag,claim_type
10351,10,10,24059.2,0.1580417248459959,0.43756358658453115,1,24059.2,24059.2,0.0,0,Material
10352,6,6,28368.9,0.07472369609856264,0.260995537303217,1,28368.9,28368.9,0.0,0,Material
10353,7,7,5062.69,0.23227545516769335,1.3797214236824091,2,5062.69,5062.69,0.0,0,Material
10354,6,6,47378.4,0.0411490212183436,1.798029596167009,1,47378.4,47378.4,0.0,0,Material
10355,2,2,256045.0,0.02458036960985626,0.43682209445585213,1,256045.0,256045.0,0.0,0,Material
10356,1,1,1434.1,0.05822967830253251,0.4923717453798768,1,1434.1,1434.1,0.0,0,Material
10357,7,7,92607.09999999999,0.06383422313483915,0.6892518275154004,1,92607.09999999999,92607.09999999999,0.0,0,Material
10358,5,5,28605.690000000002,0.003001368925393566,0.9928616837782341,1,28605.690000000002,28605.690000000002,0.0,0,Material
10359,8,8,4094.94,0.09199707049965776,1.492453853524983,2,4094.94,4094.94,0.0,0,Material
10360,3,3,441040.0,0.10631991786447638,0.4900367693360712,1,441040.0,441040.0,0.0,0,Material
10361,4,4,38813.3,0.017644626967830254,1.3569566872005474,1,38813.3,38813.3,0.0,0,Material
10362,3,3,34643.6,0.2748133333333333,0.6563285420944559,1,34643.6,34643.6,0.0,0,Material
10363,2,2,63231.1,0.3417958110882957,1.1119410814510609,2,63231.1,63231.1,0.0,0,Material
10364,8,8,1416.91,0.050837399041752225,0.49447545516769337,1,1416.91,1416.91,0.0,0,Material
10365,1,1,8400.08,0.015087310061601642,0.43121514031485286,1,8400.08,8400.08,0.0,0,Material
10366,9,9,33699.9,0.021128843258042436,1.016420862422998,1,33699.9,33699.9,0.0,0,Material
10367,6,6,118588.0,0.07576396988364134,0.6913437371663245,1,118588.0,118588.0,0.0,0,Material
10368,7,7,11430.9,0.01040145106091718,0.5059486926762491,1,11430.9,11430.9,0.0,0,Material
10369,3,3,17135.3,0.26836974674880215,0.2683623819301848,1,17135.3,17135.3,0.0,0,Material
10370,6,6,60800.8,0.019558165639972622,1.1602522108145106,1,60800.8,60800.8,0.0,0,Material
10371,9,9,31951.4,0.02915173169062286,0.3168614373716632,1,31951.4,31951.4,0.0,0,Material
10372,3,3,6500.11,0.03505735797399042,0.10107504449007529,1,6500.11,6500.11,0.0,0,Material
10373,10,10,1045.35,0.0394150855578371,0.7137403148528405,1,0.0,1045.35,1045.35,0,Material
10374,4,4,27505.8,0.13484722792607803,1.2333393018480492,1,27505.8,27505.8,0.0,0,Material
10375,7,7,45684.8,0.08021377138945929,0.5100398357289527,1,45684.8,45684.8,0.0,0,Material
10376,5,5,1081.83,0.012548008213552361,0.2787775770020534,1,1081.83,1081.83,0.0,0,Material
10377,4,4,18092.17,0.10664958247775497,1.4216879945242984,1,18092.17,18092.17,0.0,0,Material
10378,9,9,32829.1,0.02481615331964408,0.7089256125941137,1,32829.1,32829.1,0.0,0,Material
10379,9,9,21404.2,0.6129673100616017,1.0509414373716632,1,21404.2,21404.2,0.0,0,Material
10380,4,4,10816.7,0.26930932238193017,0.3200589185489391,1,10816.7,10816.7,0.0,0,Material
10381,7,7,30959.3,0.15783449691991785,0.43513639972621493,1,30959.3,30959.3,0.0,0,Material
10382,9,9,5402.53,0.06353062286105407,0.1780461054072553,1,5402.53,5402.53,0.0,0,Material
10383,9,9,271.953,0.018377330595482546,0.4646448186173853,1,271.953,271.953,0.0,0,Material
10384,7,7,11432.619999999999,0.02963047227926078,0.6052888432580424,1,11432.619999999999,11432.619999999999,0.0,0,Material
10385,1,1,16384.8,0.03521248459958932,0.378327446954141,1,16384.8,16384.8,0.0,0,Material
10386,2,2,49895.46,0.06424580424366871,0.6012209445585215,1,49895.46,49895.46,0.0,0,Material
10387,4,4,8093.17,0.09830483230663928,0.18817861738535252,1,8093.17,8093.17,0.0,0,Material
10388,4,4,1710.06,0.043189158110882954,0.48446776180698153,1,1710.06,1710.06,0.0,0,Material
10389,5,5,2517.2,0.13525399041752223,0.1626021902806297,1,2517.2,2517.2,0.0,0,Material
10390,7,7,2327.05,0.06983638603696099,0.6724590280629705,1,2327.05,2327.05,0.0,0,Material
10391,7,7,134922.84,0.0801919780971937,2.239961971252567,1,134922.84,134922.84,0.0,0,Material
10392,9,9,280333.6,0.04560646132785763,2.308982532511978,1,3366.6,280333.6,276967.0,0,Material
10393,3,3,10702.9,0.0898200410677618,0.335814045174538,1,10702.9,10702.9,0.0,0,Material
10394,8,8,20923.4,0.08451184120465434,0.46213486652977415,1,20923.4,20923.4,0.0,0,Material
10395,10,10,1158.91,0.013985434633812457,7.652362464065709,1,0.0,1158.91,1158.91,0,Material
10396,10,10,10651.42,0.08158663928815879,1.2802742231348392,1,7394.51,10651.42,3256.91,0,Material
10397,1,1,158295.8,0.05781409993155373,0.4738316221765914,1,158295.8,158295.8,0.0,0,Material
10398,1,1,229434.5,0.2093222997946612,1.006043394934976,1,229434.5,229434.5,0.0,0,Material
10399,1,1,111237.42,0.5820253251197809,2.0003577549623546,1,111237.42,111237.42,0.0,0,Material
10400,5,5,10859.2,0.007657768651608487,1.538303874058864,1,10859.2,10859.2,0.0,0,Material
10401,2,2,20856.5,0.0015492128678986996,0.31506258726899383,1,20856.5,20856.5,0.0,0,Material
10402,2,2,97478.7,0.08660002737850787,0.25404908966461326,1,97478.7,97478.7,0.0,0,Material
10403,8,8,284105.1,0.014291498973305955,0.6180009856262834,1,284105.1,284105.1,0.0,0,Material
10404,6,6,11211.8,0.007222724161533196,10.473258945927448,1,0.0,11211.8,11211.8,0,Material
10405,6,6,40214.22,0.16049382614647503,0.5470715400410677,1,40214.22,40214.22,0.0,0,Material
10406,9,9,5579.08,0.10580010951403149,0.21749026694045176,2,5579.08,5579.08,0.0,0,Material
10407,2,2,2435.92,0.024288596851471597,1.2225196440793977,1,2435.92,2435.92,0.0,0,Material
10408,6,6,17232.3,0.018680657084188913,0.2639586036960985,1,17232.3,17232.3,0.0,0,Material
10409,8,8,4856.27,0.024490266940451744,0.6422416427104722,1,4856.27,4856.27,0.0,0,Material
10410,2,2,74016.8,0.37156030116358657,0.37135583846680353,1,74016.8,74016.8,0.0,0,Material
10411,5,5,4831.32,0.28734442162902124,0.31846680355920604,1,4831.32,4831.32,0.0,0,Material
10412,4,4,53593.7,0.8273543326488706,0.9512103490759753,2,53593.7,53593.7,0.0,0,Material
10413,7,7,7980.95,0.07053127994524298,1.1059107460643396,1,7980.95,7980.95,0.0,0,Material
10414,2,2,214895.8,0.08100796714579056,0.8582988364134154,1,214895.8,214895.8,0.0,0,Material
10415,10,10,38785.310000000005,0.03603383983572895,0.5089901163586584,1,38785.310000000005,38785.310000000005,0.0,0,Material
10416,1,1,3011.25,0.1888490622861054,1.1805053798767966,1,3011.25,3011.25,0.0,0,Material
10417,3,3,49690.7,0.04367794661190965,2.8624585626283365,1,49690.7,49690.7,0.0,0,Material
10418,7,7,16371.04,0.02176035592060233,0.6086615195071868,1,16371.04,16371.04,0.0,0,Material
10419,9,9,130211.0,0.18067258042436687,0.9895062833675565,1,130211.0,130211.0,0.0,0,Material
10420,7,7,19224.6,0.11780407939767282,0.6248032306639288,1,19224.6,19224.6,0.0,0,Material
10421,9,9,1706.74,0.27929407255304584,2.265078850102669,1,0.0,1706.74,1706.74,0,Material
10422,1,1,67384.106,0.009478521560574948,0.3452317316906229,1,67384.106,67384.106,0.0,0,Material
10423,6,6,47076.0,0.029316139630390144,0.08694590006844628,1,47076.0,47076.0,0.0,0,Material
10424,8,8,150801.77,0.012081423682409309,1.7027915947980834,1,150801.77,150801.77,0.0,0,Material
10425,6,6,11768.7,0.012250622861054073,0.42223099247091034,1,11768.7,11768.7,0.0,0,Material
10426,3,3,6985.33,0.11912194387405886,0.48161527720739217,1,6985.33,6985.33,0.0,0,Material
10427,10,10,5305.49,0.14549601642710475,3.0535594524298424,1,0.0,5305.49,5305.49,0,Material
10428,5,5,21534.031,0.016865763175906913,0.8217437097878165,1,21534.031,21534.031,0.0,0,Material
10429,6,6,34116.315,0.3544176043805613,1.9898612183436004,1,34116.315,34116.315,0.0,0,Material
10430,10,10,55965.3,0.05327315537303217,1.1422241204654346,1,0.0,55965.3,55965.3,0,Material
10431,4,4,6670.92,0.1775477618069815,0.1773120876112252,1,6670.92,6670.92,0.0,0,Material
10432,9,9,3552.88,0.021751348391512663,0.7822928678986996,1,3552.88,3552.88,0.0,0,Material
10433,7,7,75805.5,0.0,0.5272644763860369,1,75805.5,75805.5,0.0,0,Material
10434,5,5,29247.79,0.062317727583846676,0.9295582203969883,1,29247.79,29247.79,0.0,0,Material
10435,5,5,19035.86,0.0277996167008898,13.430313921971253,1,10752.5,19035.86,8283.36,0,Material
10436,8,8,12353.1,0.05138762491444216,0.32005971252566734,1,12353.1,12353.1,0.0,0,Material
10437,1,1,89069.9,0.15716021902806296,1.534144476386037,1,89069.9,89069.9,0.0,0,Material
10438,6,6,60951.399999999994,0.1018561259411362,0.5866481040383299,1,60951.399999999994,60951.399999999994,0.0,0,Material
10439,8,8,220350.0,0.017254811772758383,2.4658492265571526,1,220350.0,220350.0,0.0,0,Material
10440,3,3,25938.53,0.03606381930184805,0.17904993839835728,1,25938.53,25938.53,0.0,0,Material
10441,6,6,10583.2,0.5723634770704997,0.5719014373716632,1,10583.2,10583.2,0.0,0,Material
10442,4,4,4222.15,0.4676510335386721,0.4653878165639973,1,4222.15,4222.15,0.0,0,Material
10443,2,2,26589.4,0.03203175906913073,0.3275922518822724,1,26589.4,26589.4,0.0,0,Material
10444,4,4,11893.6,0.235921916495551,0.3269679123887748,1,11893.6,11893.6,0.0,0,Material
10445,10,10,1815.13,0.05896323066392881,0.11976046543463381,1,1815.13,1815.13,0.0,0,Material
10446,6,6,33255.0,0.034365749486652976,0.6721305133470226,1,33255.0,33255.0,0.0,0,Material
10447,5,5,2819.26,0.03213886379192334,1.3018549212867898,1,2819.26,2819.26,0.0,0,Material
10448,7,7,21604.5,0.03936158795345653,0.6900386036960985,1,21604.5,21604.5,0.0,0,Material
10449,6,6,21895.7,0.03826773442847364,0.3676435044490075,1,21895.7,21895.7,0.0,0,Material
10450,1,1,208255.0,0.08964889801505817,1.340947433264887,1,208255.0,208255.0,0.0,0,Material
10451,5,5,2526.29,0.06172043805612594,0.6282216290212184,2,2526.29,2526.29,0.0,0,Material
10452,10,10,102754.79999999999,0.21087630390143738,0.8885613415468857,1,80597.2,102754.79999999999,22157.59999999999,0,Material
10453,2,2,2657.01,0.0656684462696783,1.1308343874058864,1,2657.01,2657.01,0.0,0,Material
10454,2,2,2931.07,0.01574924024640657,0.49452156057494867,1,2931.07,2931.07,0.0,0,Material
10455,5,5,7938.33,0.06389587953456537,0.4431667077344285,1,7938.33,7938.33,0.0,0,Material
10456,5,5,27046.5,0.07423969883641342,0.4723319370294319,1,27046.5,27046.5,0.0,0,Material
10457,9,9,25090.99,0.06254130047912389,0.4839294182067077,2,25090.99,25090.99,0.0,0,Material
10458,7,7,61766.5,0.11385429158110882,1.4719380150581793,1,61766.5,61766.5,0.0,0,Material
10459,8,8,23538.89,0.12466075290896646,1.1536013689253937,1,23538.89,23538.89,0.0,0,Material
10460,10,10,10382.9,0.15893418206707732,0.3670981245722108,1,10382.9,10382.9,0.0,0,Material
10461,8,8,1932.94,0.07354108145106092,0.43766551676933607,1,1932.94,1932.94,0.0,0,Material
10462,8,8,48925.51,0.004797919233401779,1.7539240793976727,1,48925.51,48925.51,0.0,0,Material
10463,5,5,16173.73,0.09187446954140999,0.6818688295687885,1,16173.73,16173.73,0.0,0,Material
10464,1,1,7923.15,0.008866611909650926,0.5078897467488022,1,7923.15,7923.15,0.0,0,Material
10465,4,4,76985.94,0.08807022587268994,0.4685309787816564,1,76985.94,76985.94,0.0,0,Material
10466,7,7,91603.1,0.1350015331964408,0.6763766461327857,1,91603.1,91603.1,0.0,0,Material
10467,5,5,49483.2,0.05343561943874059,0.8784539082819987,1,49483.2,49483.2,0.0,0,Material
10468,8,8,25466.0,0.11168427104722793,0.914655523613963,1,25466.0,25466.0,0.0,0,Material
10469,10,10,43269.0,0.0045608761122518824,0.649055742642026,1,0.0,43269.0,43269.0,0,Material
10470,8,8,77156.4,0.0037805338809034908,0.20801941136208077,1,77156.4,77156.4,0.0,0,Material
10471,5,5,16468.7,0.023774401095140316,0.24079611225188227,1,16468.7,16468.7,0.0,0,Material
10472,10,10,13948.172999999999,0.21086995208761122,0.334008925393566,2,0.0,13948.172999999999,13948.172999999999,1,Material
10473,6,6,9994.14,0.02089347022587269,0.8930554414784394,1,9994.14,9994.14,0.0,0,Material
10474,10,10,21054.0,0.06752276522929501,0.19829612594113621,1,21054.0,21054.0,0.0,0,Material
10475,6,6,7094.07,0.13782392881587954,0.6915112388774812,1,7094.07,7094.07,0.0,0,Material
10476,7,7,78834.5,0.010784284736481861,0.6737932375085558,1,78834.5,78834.5,0.0,0,Material
10477,4,4,49337.1,0.11340731006160164,0.4060905407255304,2,49337.1,49337.1,0.0,0,Material
10478,5,5,4860.36,0.014812156057494866,3.430018507871321,1,4860.36,4860.36,0.0,0,Material
10479,1,1,4099.39,0.08821429158110884,0.6832792607802876,1,4099.39,4099.39,0.0,0,Material
10480,7,7,11514.5,0.20014757015742643,0.25063271731690623,1,11514.5,11514.5,0.0,0,Material
10481,7,7,17524.1,0.010171772758384667,0.5068478576317591,1,17524.1,17524.1,0.0,0,Material
10482,2,2,87377.5,0.02778302532511978,1.8556997672826832,1,87377.5,87377.5,0.0,0,Material
10483,2,2,9096.91,0.007677782340862423,0.6157328405201917,1,9096.91,9096.91,0.0,0,Material
10484,2,2,82734.0,0.05608032854209445,0.7879386447638604,1,82734.0,82734.0,0.0,0,Material
10485,6,6,138299.28,0.017827132101300477,0.5953022861054073,1,138299.28,138299.28,0.0,0,Material
10486,10,10,1539.52,0.01998729637234771,1.1152666119096508,1,0.0,1539.52,1539.52,0,Material
10487,1,1,2333.71,0.00883978097193703,0.9004444353182751,2,2333.71,2333.71,0.0,0,Material
10488,1,1,27983.55,0.06046450376454483,0.5006816153319644,1,27983.55,27983.55,0.0,0,Material
10489,3,3,2999.03,0.010623572895277206,0.41998899383983573,1,2999.03,2999.03,0.0,0,Material
10490,8,8,11913.9,0.034880520191649556,1.5444005201916495,1,11913.9,11913.9,0.0,0,Material
10491,9,9,52483.3,0.03642718685831622,1.6880806570841889,1,0.0,52483.3,52483.3,0,Material
10492,7,7,1507.57,0.018805475701574266,0.23732585900068445,1,1507.57,1507.57,0.0,0,Material
10493,7,7,15362.2,0.11916651608487337,0.13354132785763176,1,15362.2,15362.2,0.0,0,Material
10494,1,1,26935.37,0.016035920602327173,1.8903705681040384,1,26935.37,26935.37,0.0,0,Material
10495,5,5,3622.3900000000003,0.008294839151266255,0.24087403148528405,1,3622.3900000000003,3622.3900000000003,0.0,0,Material
10496,9,9,2281.53,0.0,0.19838368240930868,1,2281.53,2281.53,0.0,0,Material
10497,6,6,258380.0,0.34197524982888433,1.0124636550308008,2,258380.0,258380.0,0.0,0,Material
10498,5,5,4873.89,0.007302094455852156,0.4520652977412731,1,4873.89,4873.89,0.0,0,Material
10499,10,10,55706.100000000006,0.08122376454483231,0.4055433264887064,2,0.0,55706.100000000006,55706.100000000006,1,Material
10500,7,7,1111.57,0.5403483093771388,4.085515099247091,2,0.0,1111.57,1111.57,0,Material
10501,3,3,2421.62,0.009090102669404519,0.20443137577002052,1,2421.62,2421.62,0.0,0,Material
10502,8,8,6452.97,0.023524791238877484,2.0648752087611224,1,6452.97,6452.97,0.0,0,Material
10503,5,5,5199.89,0.004178562628336755,0.42650450376454485,1,5199.89,5199.89,0.0,0,Material
10504,8,8,52559.3,0.03999540041067762,0.4987184941820671,1,52559.3,52559.3,0.0,0,Material
10505,1,1,17118.379999999997,0.03186450376454483,2.886760793976728,1,17118.379999999997,17118.379999999997,0.0,0,Material
10506,7,7,19800.8,0.05245711156741958,0.286843394934976,1,19800.8,19800.8,0.0,0,Material
10507,3,3,10967.2,0.2046770431211499,0.2033184941820671,1,10967.2,10967.2,0.0,0,Material
10508,3,3,81615.1,0.00034880219028062974,2.756641615331964,1,81615.1,81615.1,0.0,0,Material
10509,8,8,120015.71,0.02851805612594114,0.6149090485968515,1,120015.71,120015.71,0.0,0,Material
10510,1,1,7611.24,0.10658992470910336,0.4821763175906913,2,7611.24,7611.24,0.0,0,Material
10511,2,2,76581.9,0.28804093086926763,0.2857737440109514,1,76581.9,76581.9,0.0,0,Material
10512,9,9,15234.8,0.042732511978097194,0.27923143052703625,1,15234.8,15234.8,0.0,0,Material
10513,10,10,1031.6,0.047474058863791926,0.49072421629021223,1,0.0,1031.6,1031.6,0,Material
10514,7,7,3207.34,0.016570540725530457,0.7568488980150583,1,3207.34,3207.34,0.0,0,Material
10515,4,4,7680.27,0.07227594798083503,0.42176591375770023,1,7680.27,7680.27,0.0,0,Material
10516,4,4,44355.52,0.012906255989048597,0.3498190554414784,1,44355.52,44355.52,0.0,0,Material
10517,6,6,86326.2,0.02017826146475017,1.2800390691307324,1,86326.2,86326.2,0.0,0,Material
10518,5,5,9043.65,0.15723466119096507,0.2858417796030116,1,9043.65,9043.65,0.0,0,Material
10519,6,6,2224.77,0.0,0.24946455852156058,1,2224.77,2224.77,0.0,0,Material
10520,7,7,13051.880000000001,0.43970373716632444,0.5262626694045175,1,13051.880000000001,13051.880000000001,0.0,0,Material
10521,10,10,10682.179999999998,0.030636605065023956,1.679931909650924,1,0.0,10682.179999999998,10682.179999999998,0,Material
10522,10,10,118166.0,0.06480569472963724,0.1324430390143737,1,118166.0,118166.0,0.0,0,Material
10523,5,5,62494.600000000006,0.005129034907597536,0.934620013689254,1,62494.600000000006,62494.600000000006,0.0,0,Material
10524,3,3,904.314,0.0707909377138946,0.8557054620123203,1,904.314,904.314,0.0,0,Material
10525,5,5,179419.0,0.11969585215605749,1.1411921971252568,1,179419.0,179419.0,0.0,0,Material
10526,4,4,243920.8,0.3401228747433265,3.6873846680355924,1,243920.8,243920.8,0.0,0,Material
10527,2,2,2138.37,0.023664366872005474,2.3643881998631073,1,2138.37,2138.37,0.0,0,Material
10528,1,1,14622.9,0.15774677618069816,0.15641544147843942,1,14622.9,14622.9,0.0,0,Material
10529,6,6,45534.4,0.036894839151266255,1.0130871731690623,1,45534.4,45534.4,0.0,0,Material
10530,9,9,271953.57,0.057961095140314854,0.18592941820670772,1,271953.57,271953.57,0.0,0,Material
10531,9,9,383871.0,0.09869883641341547,1.1730298973305955,1,383871.0,383871.0,0.0,0,Material
10532,9,9,2081.75,0.12365237508555783,0.1902421081451061,1,2081.75,2081.75,0.0,0,Material
10533,8,8,127292.38,0.18881987679671458,0.692727857631759,1,127292.38,127292.38,0.0,0,Material
10534,6,6,49723.899999999994,0.03589916495550992,8.729071786447639,1,26137.3,49723.899999999994,23586.599999999995,0,Material
10535,2,2,19258.0,0.030404407939767283,0.13600848733744011,1,19258.0,19258.0,0.0,0,Material
10536,5,5,20309.3,0.016549897330595482,1.3513793566050651,1,20309.3,20309.3,0.0,0,Material
10537,8,8,29000.300000000003,0.018291498973305953,1.0247445311430528,1,29000.300000000003,29000.300000000003,0.0,0,Material
10538,2,2,15452.9,0.08067419575633128,0.5707033264887064,1,15452.9,15452.9,0.0,0,Material
10539,5,5,24758.7,0.11023534565366187,0.8017973442847365,1,24758.7,24758.7,0.0,0,Material
10540,3,3,2923.55,0.01193242984257358,2.193008925393566,1,2923.55,2923.55,0.0,0,Material
10541,9,9,20138.9,0.006637043121149897,0.9317377960301163,1,20138.9,20138.9,0.0,0,Material
10542,4,4,10090.0,0.08385574264202601,0.08266976043805611,1,10090.0,10090.0,0.0,0,Material
10543,1,1,71070.9,0.341547022587269,0.38454915811088297,1,71070.9,71070.9,0.0,0,Material
10544,8,8,1243530.0,0.02899156741957563,0.1116683641341547,1,1243530.0,1243530.0,0.0,0,Material
10545,6,6,4147.21,0.15168470910335388,1.0944045722108144,1,4147.21,4147.21,0.0,0,Material
10546,4,4,23277.28,0.04691764544832307,0.32043460643394933,1,23277.28,23277.28,0.0,0,Material
10547,2,2,9005.55,0.08083066392881587,0.22603252566735113,1,9005.55,9005.55,0.0,0,Material
10548,2,2,1026.42,0.01827175906913073,0.15564227241615333,2,1026.42,1026.42,0.0,0,Material
10549,7,7,35709.8,0.0030293223819301846,2.887664093086927,1,35709.8,35709.8,0.0,0,Material
10550,8,8,30237.9,0.04487244353182752,0.49831145790554415,1,30237.9,30237.9,0.0,0,Material
10551,8,8,7926.41,0.06474929500342232,0.6880041341546885,1,7926.41,7926.41,0.0,0,Material
10552,5,5,19706.48,0.12909472963723476,1.4202701163586584,1,19706.48,19706.48,0.0,0,Material
10553,8,8,24692.29,0.031897166324435317,0.42496457221081446,1,24692.29,24692.29,0.0,0,Material
10554,3,3,889.716,0.02154669404517454,0.3074402737850787,1,889.716,889.716,0.0,0,Material
10555,8,8,71148.73,0.0,2.5500591649555098,1,67290.3,71148.73,3858.429999999993,0,Material
10556,8,8,121053.0,0.006718576317590691,0.2393752498288843,1,121053.0,121053.0,0.0,0,Material
10557,9,9,68404.05,0.06387427789185489,0.5780256810403833,1,68404.05,68404.05,0.0,0,Material
10558,4,4,1582.74,0.004651663244353183,0.7836723066392882,1,1582.74,1582.74,0.0,0,Material
10559,7,7,52573.7,0.04838258726899384,0.5369815468856948,1,52573.7,52573.7,0.0,0,Material
10560,1,1,8943.95,0.024397453798767968,1.5868879671457905,1,8943.95,8943.95,0.0,0,Material
10561,10,10,135360.7,0.12418072553045859,0.5432546748802191,1,135360.7,135360.7,0.0,0,Material
10562,3,3,11309.97,0.12017440109514033,0.4100992470910335,1,11309.97,11309.97,0.0,0,Material
10563,10,10,160285.0,0.015279507186858316,0.14557281314168377,1,160285.0,160285.0,0.0,0,Material
10564,7,7,55949.039000000004,0.03270020533880903,0.23187329226557152,1,55949.039000000004,55949.039000000004,0.0,0,Material
10565,5,5,53952.79,0.02559772758384668,0.64811871321013,1,53952.79,53952.79,0.0,0,Material
10566,1,1,30812.530000000002,0.01785716632443532,0.4477414647501711,1,30812.530000000002,30812.530000000002,0.0,0,Material
10567,3,3,655.63,0.21238518822724162,0.21122934976043806,2,655.63,655.63,0.0,0,Material
10568,7,7,110154.0,0.09630209445585215,0.9285140041067761,1,110154.0,110154.0,0.0,0,Material
10569,8,8,75980.01000000001,0.015996249144421628,0.5397514579055441,1,75980.01000000001,75980.01000000001,0.0,0,Material
10570,1,1,1912.782,0.9802507871321012,0.9794252429842574,2,1912.782,1912.782,0.0,0,Material
10571,4,4,2399.85,0.12654206707734428,4.09872257357974,1,2399.85,2399.85,0.0,0,Material
10572,4,4,25643.7,0.039170568104038336,0.40783271731690623,1,25643.7,25643.7,0.0,0,Material
10573,1,1,24961.7,0.03145180013689254,0.4486938535249829,1,24961.7,24961.7,0.0,0,Material
10574,1,1,24594.4,0.009741163586584532,0.24586861054072554,1,24594.4,24594.4,0.0,0,Material
10575,10,10,1897.75,0.00998650239561944,0.1032154688569473,1,1897.75,1897.75,0.0,0,Material
10576,5,5,113005.088,0.010255222450376454,0.8809668446269678,1,113005.088,113005.088,0.0,0,Material
10577,2,2,2884.74,0.38947296372347706,0.38846579055441477,1,2884.74,2884.74,0.0,0,Material
10578,7,7,5660.02,0.13942915811088294,0.2706162354551677,1,5660.02,5660.02,0.0,0,Material
10579,3,3,31398.8,0.05354699520876112,0.6087867761806981,1,31398.8,31398.8,0.0,0,Material
10580,7,7,39712.4,0.034583518138261465,0.7860737850787132,1,39712.4,39712.4,0.0,0,Material
10581,3,3,59843.5,0.011330294318959617,0.4754685284052019,1,59843.5,59843.5,0.0,0,Material
10582,9,9,33256.7,0.24053333333333332,0.482454455852156,2,33256.7,33256.7,0.0,0,Material
10583,10,10,6085.57,0.21966702258726897,1.3032185626283368,1,0.0,6085.57,6085.57,0,Material
10584,10,10,84860.87999999999,0.08134743326488705,1.4981535660506504,1,82885.9,84860.87999999999,1974.979999999996,0,Material
10585,7,7,8546.13,0.0327490212183436,0.7317941957563312,1,8546.13,8546.13,0.0,0,Material
10586,7,7,19639.859,0.06398420260095825,0.3589678028747433,2,19639.859,19639.859,0.0,0,Material
10587,5,5,68482.12000000001,0.08352339493497604,1.5215521423682408,1,68482.12000000001,68482.12000000001,0.0,0,Material
10588,10,10,1147.39,0.03692673511293634,0.3589676933607119,1,1147.39,1147.39,0.0,0,Material
10589,5,5,19692.75,0.0408668309377139,2.617006625598905,1,19692.75,19692.75,0.0,0,Material
10590,9,9,12250.9,0.020729062286105406,0.30522710472279263,1,12250.9,12250.9,0.0,0,Material
10591,6,6,57622.899999999994,0.04544454483230664,0.733095742642026,1,57622.899999999994,57622.899999999994,0.0,0,Material
10592,3,3,4182.3,0.034450157426420255,0.19798234086242297,1,4182.3,4182.3,0.0,0,Material
10593,6,6,1607.17,0.11395438740588637,0.8827525256673511,1,1607.17,1607.17,0.0,0,Material
10594,1,1,3544.97,0.08584005475701575,0.5542537713894593,1,3544.97,3544.97,0.0,0,Material
10595,6,6,65642.5,0.548710006844627,0.8032092813141684,2,65642.5,65642.5,0.0,0,Material
10596,3,3,6168.35,0.0188866803559206,1.4683709240246408,1,6168.35,6168.35,0.0,0,Material
10597,4,4,9946.89,0.034784010951403155,0.39920156057494866,1,9946.89,9946.89,0.0,0,Material
10598,10,10,105895.0,0.06958557152635182,0.7242658726899384,2,0.0,105895.0,105895.0,1,Material
10599,5,5,33300.1,0.017974428473648187,0.6631106091718001,1,33300.1,33300.1,0.0,0,Material
10600,5,5,44952.95,0.2851835181382615,0.35678778918548937,1,44952.95,44952.95,0.0,0,Material
10601,4,4,5007.81,0.05854212183436003,0.4318906502395619,1,5007.81,5007.81,0.0,0,Material
10602,9,9,105246.0,0.040543299110198494,0.3690907049965777,1,105246.0,105246.0,0.0,0,Material
10603,10,10,47928.4,0.007272525667351129,0.3486907597535934,1,47928.4,47928.4,0.0,0,Material
10604,2,2,10231.6,0.015626776180698153,0.24129924709103354,1,10231.6,10231.6,0.0,0,Material
10605,3,3,5308.69,0.08226532511978096,0.5881960027378508,1,5308.69,5308.69,0.0,0,Material
10606,3,3,217336.49,0.02917965776865161,1.162189130732375,1,217336.49,217336.49,0.0,0,Material
10607,9,9,27136.8,0.07094258726899384,0.6720889801505817,1,27136.8,27136.8,0.0,0,Material
10608,9,9,61821.5,0.042006954140999316,2.2712478028747434,1,0.0,61821.5,61821.5,0,Material
10609,1,1,14700.45,0.05769963039014373,3.4837580287474332,1,14700.45,14700.45,0.0,0,Material
10610,7,7,4197.73,0.0959839561943874,0.9752253798767967,1,4197.73,4197.73,0.0,0,Material
10611,9,9,828.841,0.011524271047227926,2.306318521560575,1,0.0,828.841,828.841,0,Material
10612,6,6,110443.0,0.010045639972621492,1.9786537440109513,1,110443.0,110443.0,0.0,0,Material
10613,1,1,86194.0,0.03227025325119781,1.272764435318275,1,86194.0,86194.0,0.0,0,Material
10614,1,1,430811.44,0.0337133196440794,0.45085379876796716,1,430811.44,430811.44,0.0,0,Material
10615,8,8,12807.5,0.004653086926762491,0.30211641341546885,1,12807.5,12807.5,0.0,0,Material
10616,9,9,592679.76,0.0978062970568104,0.9760848459958932,1,592679.76,592679.76,0.0,0,Material
10617,4,4,423279.91000000003,0.03751258042436687,0.5150099657768651,1,423279.91000000003,423279.91000000003,0.0,0,Material
10618,1,1,25225.2,0.02846280629705681,0.40547178644763865,1,25225.2,25225.2,0.0,0,Material
10619,9,9,56396.229999999996,0.3578985352498289,0.46095564681724843,1,56396.229999999996,56396.229999999996,0.0,0,Material
10620,4,4,40006.9,0.11509722108145105,0.42146294318959615,1,40006.9,40006.9,0.0,0,Material
