claim_no,accident_year,occurrence_period,dev_lag,payment_period,claim_size,payment_size,observed_flag
14901,4,4,1,4,28738.4,28738.4,1
14902,1,1,3,3,13076.9,13076.9,1
14903,10,10,1,10,11589.7,11589.7,1
14904,8,8,1,8,26287.84,7098.14,1
14904,8,8,1,8,26287.84,19189.7,1
14905,6,6,2,7,155247.0,155247.0,1
14906,3,3,1,3,88950.87,2277.97,1
14906,3,3,1,3,88950.87,86672.9,1
14907,2,2,2,3,47599.8,47599.8,1
14908,8,8,2,9,84598.69,3496.09,1
14908,8,8,3,10,84598.69,81102.6,1
14909,10,10,1,10,54231.4,54231.4,1
14910,6,6,1,6,4578.49,4578.49,1
14911,9,9,1,9,36715.6,20665.2,1
14911,9,9,2,10,36715.6,16050.4,1
14912,8,8,1,8,326985.0,11672.0,1
14912,8,8,2,9,326985.0,315313.0,1
14913,7,7,1,7,12030.970000000001,8146.51,1
14913,7,7,2,8,12030.970000000001,3884.46,1
14914,6,6,1,6,6974.83,6974.83,1
14915,7,7,1,7,139588.48,32998.9,1
14915,7,7,1,7,139588.48,2380.58,1
14915,7,7,2,8,139588.48,104209.0,1
14916,9,9,1,9,9434.85,9434.85,1
14917,2,2,2,3,46874.9,46874.9,1
14918,8,8,1,8,8142.0,8142.0,1
14919,5,5,1,5,65204.3,65204.3,1
14920,4,4,1,4,22128.6,22128.6,1
14921,8,8,2,9,8358.13,8358.13,1
14922,7,7,4,10,1743.6,1743.6,1
14923,9,9,2,10,12504.1,12504.1,1
14924,4,4,2,5,19182.2,19182.2,1
14925,10,10,2,11,6688.99,6688.99,0
14926,6,6,2,7,21885.5,21885.5,1
14927,4,4,2,5,25321.4,25321.4,1
14928,9,9,1,9,49146.01,42871.9,1
14928,9,9,1,9,49146.01,6274.11,1
14929,4,4,2,5,21023.4,21023.4,1
14930,6,6,4,9,4598.23,4598.23,1
14931,4,4,2,5,3497.76,3497.76,1
14932,10,10,1,10,803110.05,772066.0,1
14932,10,10,1,10,803110.05,8075.79,1
14932,10,10,1,10,803110.05,3437.36,1
14932,10,10,2,11,803110.05,19530.9,0
14933,8,8,1,8,41167.55,39299.5,1
14933,8,8,1,8,41167.55,1868.05,1
14934,2,2,1,2,26607.67,20061.6,1
14934,2,2,3,4,26607.67,6546.07,1
14935,2,2,1,2,1402.37,1402.37,1
14936,7,7,6,12,3226.4,3226.4,0
14937,9,9,1,9,50843.57,4489.68,1
14937,9,9,1,9,50843.57,42684.7,1
14937,9,9,2,10,50843.57,3669.19,1
14938,3,3,1,3,3594.49,3594.49,1
14939,3,3,2,4,65722.69,7923.69,1
14939,3,3,5,7,65722.69,57799.0,1
14940,4,4,2,5,7631.89,7631.89,1
14941,3,3,1,3,43718.66,31115.3,1
14941,3,3,1,3,43718.66,4167.3,1
14941,3,3,2,4,43718.66,8436.06,1
14942,1,1,1,1,6278.91,6278.91,1
14943,8,8,2,9,2861.99,2861.99,1
14944,6,6,2,7,11767.02,6239.46,1
14944,6,6,2,7,11767.02,5527.56,1
14945,4,4,3,6,105710.0,105710.0,1
14946,2,2,2,3,33729.7,33729.7,1
14947,1,1,1,1,916.708,916.708,1
14948,8,8,2,9,11881.6,11881.6,1
14949,9,9,1,9,17643.2,17643.2,1
14950,4,4,1,4,9689.53,9689.53,1
14951,10,10,2,11,24401.69,5474.59,0
14951,10,10,2,11,24401.69,18927.1,0
14952,10,10,1,10,23229.21,13861.6,1
14952,10,10,1,10,23229.21,9367.61,1
14953,2,2,1,2,575.94,575.94,1
14954,3,3,1,3,4976.29,4976.29,1
14955,6,6,2,7,44438.1,10159.9,1
14955,6,6,4,9,44438.1,34278.2,1
14956,5,5,1,5,20862.029,4337.23,1
14956,5,5,1,5,20862.029,14153.0,1
14956,5,5,2,6,20862.029,1798.93,1
14956,5,5,2,6,20862.029,572.869,1
14957,10,10,1,10,29203.14,19605.0,1
14957,10,10,2,11,29203.14,9598.14,0
14958,7,7,1,7,914.657,914.657,1
14959,2,2,2,3,5956.35,5956.35,1
14960,5,5,2,6,10537.8,10537.8,1
14961,7,7,3,9,1303.92,1303.92,1
14962,10,10,2,11,6065.73,6065.73,0
14963,9,9,2,10,7794.11,7794.11,1
14964,8,8,2,9,19565.1,19565.1,1
14965,10,10,2,11,47750.1,14940.4,0
14965,10,10,2,11,47750.1,32809.7,0
14966,5,5,3,7,122265.0,122265.0,1
14967,1,1,1,1,127507.0,127507.0,1
14968,5,5,7,11,7476.01,7476.01,0
14969,8,8,2,9,1780.79,1780.79,1
14970,1,1,1,1,2577.67,2577.67,1
14971,7,7,2,8,23615.8,23615.8,1
14972,10,10,1,10,22781.5,22781.5,1
14973,3,3,2,4,37505.76,1308.26,1
14973,3,3,3,5,37505.76,36197.5,1
14974,6,6,1,6,15264.87,2714.27,1
14974,6,6,2,7,15264.87,12550.6,1
14975,2,2,1,2,1699.53,1699.53,1
14976,7,7,1,7,40932.32,4675.92,1
14976,7,7,2,8,40932.32,12919.4,1
14976,7,7,2,8,40932.32,23337.0,1
14977,3,3,4,6,43129.1,43129.1,1
14978,8,8,2,9,69530.18,24325.4,1
14978,8,8,2,9,69530.18,5681.58,1
14978,8,8,2,9,69530.18,39523.2,1
14979,9,9,1,9,16514.7,16514.7,1
14980,5,5,1,5,16910.15,15895.4,1
14980,5,5,1,5,16910.15,1014.75,1
14981,8,8,2,9,6313.35,6313.35,1
14982,10,10,1,10,4004.86,4004.86,1
14983,8,8,2,9,309.33,309.33,1
14984,4,4,1,4,30419.2,30419.2,1
14985,2,2,1,2,6848.7,6848.7,1
14986,8,8,1,8,32977.201,235.001,1
14986,8,8,1,8,32977.201,32742.2,1
14987,3,3,2,4,2191.82,2191.82,1
14988,8,8,2,9,15471.6,15471.6,1
14989,8,8,2,9,16606.47,11486.1,1
14989,8,8,3,10,16606.47,5120.37,1
14990,6,6,2,7,41724.5,41724.5,1
14991,5,5,2,6,32755.6,32755.6,1
14992,10,10,2,11,28770.61,4959.41,0
14992,10,10,2,11,28770.61,23811.2,0
14993,9,9,1,9,8038.542,232.862,1
14993,9,9,1,9,8038.542,4309.77,1
14993,9,9,1,9,8038.542,3495.91,1
14994,2,2,1,2,14264.22,12746.0,1
14994,2,2,2,3,14264.22,1518.22,1
14995,7,7,1,7,26598.3,26598.3,1
14996,9,9,1,9,60158.6,60158.6,1
14997,3,3,1,3,258434.0,258434.0,1
14998,5,5,2,6,5590.69,5590.69,1
14999,9,9,2,10,77235.6,77235.6,1
15000,5,5,1,5,4298.83,4298.83,1
15001,6,6,1,6,2966.07,2966.07,1
15002,1,1,1,1,32038.03,25814.0,1
15002,1,1,1,1,32038.03,6224.03,1
15003,4,4,2,5,3050.69,3050.69,1
15004,5,5,1,5,728932.0,728932.0,1
15005,2,2,1,2,41422.5,7878.6,1
15005,2,2,1,2,41422.5,33543.9,1
15006,4,4,2,5,1207.67,1207.67,1
15007,5,5,2,6,187527.0,187527.0,1
15008,4,4,3,6,48295.0,48295.0,1
15009,6,6,2,7,115536.0,115536.0,1
15010,7,7,2,8,8441.45,8441.45,1
15011,8,8,1,8,22600.1,22600.1,1
15012,4,4,1,4,207.562,207.562,1
15013,7,7,2,8,10365.16,1148.05,1
15013,7,7,2,8,10365.16,9217.11,1
15014,1,1,1,1,178238.97,5596.97,1
15014,1,1,3,3,178238.97,172642.0,1
15015,4,4,1,4,14923.1,14923.1,1
15016,5,5,2,6,3051.91,3051.91,1
15017,2,2,4,5,46805.7,46805.7,1
15018,7,7,2,8,38511.6,38511.6,1
15019,9,9,2,10,2753.86,2753.86,1
15020,8,8,2,9,143764.1,11316.1,1
15020,8,8,3,10,143764.1,132448.0,1
15021,4,4,1,4,73927.29999999999,37412.2,1
15021,4,4,1,4,73927.29999999999,36515.1,1
15022,7,7,2,8,8235.24,8235.24,1
15023,6,6,3,8,32397.9,32397.9,1
15024,9,9,1,9,4241.08,4241.08,1
15025,1,1,1,1,4796.7,4796.7,1
15026,2,2,2,3,2294.92,2294.92,1
15027,2,2,1,2,3434.09,3434.09,1
15028,8,8,1,8,28987.5,28987.5,1
15029,3,3,2,4,88700.5,88700.5,1
15030,9,9,1,9,6981.09,6981.09,1
15031,2,2,1,2,26300.6,26300.6,1
15032,8,8,3,10,998.843,998.843,1
15033,5,5,2,6,18373.2,18373.2,1
15034,3,3,1,3,1654.99,1654.99,1
15035,2,2,1,2,3975.6,2615.72,1
15035,2,2,2,3,3975.6,1359.88,1
15036,5,5,2,6,23257.1,23257.1,1
15037,7,7,1,7,29346.3,29346.3,1
15038,1,1,1,1,15790.1,15790.1,1
15039,5,5,1,5,38150.51,33619.9,1
15039,5,5,1,5,38150.51,4530.61,1
15040,7,7,1,7,1730.12,1730.12,1
15041,6,6,1,6,6753.89,2741.51,1
15041,6,6,2,7,6753.89,4012.38,1
15042,4,4,1,4,29412.0,29412.0,1
15043,10,10,2,11,58448.0,58448.0,0
15044,3,3,2,4,15078.5,15078.5,1
15045,5,5,4,8,19754.6,19754.6,1
15046,8,8,2,9,15743.9,15743.9,1
15047,3,3,3,5,4946.0,4946.0,1
15048,3,3,2,4,14068.6,14068.6,1
15049,8,8,2,9,2576.1,2576.1,1
15050,5,5,1,5,1033.01,1033.01,1
15051,9,9,1,9,294019.9,61476.9,1
15051,9,9,1,9,294019.9,232543.0,1
15052,4,4,1,4,18919.129999999997,5596.73,1
15052,4,4,2,5,18919.129999999997,13322.4,1
15053,5,5,4,8,9094.19,9094.19,1
15054,9,9,1,9,16148.11,3717.61,1
15054,9,9,3,11,16148.11,12430.5,0
15055,9,9,2,10,31805.2,31805.2,1
15056,3,3,2,4,65389.7,10355.6,1
15056,3,3,2,4,65389.7,55034.1,1
15057,3,3,1,3,24924.27,4234.27,1
15057,3,3,1,3,24924.27,20690.0,1
15058,9,9,2,10,32022.3,32022.3,1
15059,5,5,1,5,10565.0,10565.0,1
15060,2,2,1,2,65096.009999999995,60681.2,1
15060,2,2,1,2,65096.009999999995,4414.81,1
15061,1,1,1,1,28737.559999999998,4251.46,1
15061,1,1,1,1,28737.559999999998,24486.1,1
15062,10,10,1,10,8185.3,8185.3,1
15063,1,1,1,1,7156.21,5340.85,1
15063,1,1,1,1,7156.21,1815.36,1
15064,6,6,2,7,28323.4,28323.4,1
15065,10,10,2,11,8207.068000000001,390.848,0
15065,10,10,2,11,8207.068000000001,7816.22,0
15066,7,7,2,8,6297.19,6297.19,1
15067,2,2,1,2,62486.6,62486.6,1
15068,1,1,2,2,8408.36,8408.36,1
15069,5,5,1,5,35437.0,35437.0,1
15070,7,7,1,7,6464.28,6464.28,1
15071,2,2,2,3,2838.21,2838.21,1
15072,3,3,2,4,2750.41,2750.41,1
15073,7,7,1,7,939633.8,40088.8,1
15073,7,7,2,8,939633.8,92559.0,1
15073,7,7,2,8,939633.8,806986.0,1
15074,4,4,2,5,5213.43,5213.43,1
15075,2,2,1,2,91347.3,91347.3,1
15076,4,4,1,4,71271.8,71271.8,1
15077,4,4,1,4,41359.0,41359.0,1
15078,4,4,1,4,100033.79999999999,65756.9,1
15078,4,4,1,4,100033.79999999999,34276.9,1
15079,4,4,2,5,14105.9,14105.9,1
15080,6,6,2,7,2410.83,2410.83,1
15081,8,8,2,9,20861.816,220.216,1
15081,8,8,2,9,20861.816,20641.6,1
15082,3,3,2,4,19931.0,19931.0,1
15083,10,10,2,11,5623.43,5623.43,0
15084,6,6,2,7,861.041,861.041,1
15085,7,7,1,7,10231.3,10231.3,1
15086,1,1,3,3,2451.4,2451.4,1
15087,4,4,1,4,4591.55,4591.55,1
15088,1,1,2,2,143739.8,58570.9,1
15088,1,1,2,2,143739.8,85168.9,1
15089,10,10,1,10,560.662,560.662,1
15090,1,1,1,1,56111.7,56111.7,1
15091,4,4,1,4,741.039,741.039,1
15092,1,1,3,3,8365.39,8365.39,1
15093,5,5,1,5,35328.0,35328.0,1
15094,10,10,1,10,9837.56,9837.56,1
15095,3,3,2,4,29985.1,29985.1,1
15096,5,5,2,6,336.172,336.172,1
15097,8,8,3,10,57841.2,14424.7,1
15097,8,8,3,10,57841.2,43416.5,1
15098,10,10,2,11,9672.21,9672.21,0
15099,10,10,1,10,48133.8,48133.8,1
15100,9,9,1,9,24339.75,5747.05,1
15100,9,9,2,10,24339.75,18592.7,1
15101,8,8,2,9,41199.7,41199.7,1
15102,6,6,2,7,27835.332,249.232,1
15102,6,6,2,7,27835.332,27586.1,1
15103,10,10,1,10,30160.5,30160.5,1
15104,4,4,1,4,68541.6,57556.3,1
15104,4,4,2,5,68541.6,10985.3,1
15105,9,9,2,10,7871.63,7871.63,1
15106,1,1,2,2,40414.9,40414.9,1
15107,1,1,2,2,242.2,242.2,1
15108,2,2,2,3,8007.95,8007.95,1
15109,6,6,1,6,2134.21,2134.21,1
15110,4,4,2,5,759.779,759.779,1
15111,8,8,1,8,3300.52,3300.52,1
15112,2,2,1,2,33452.33,31561.0,1
15112,2,2,1,2,33452.33,1891.33,1
15113,3,3,1,3,56506.4,1998.3,1
15113,3,3,2,4,56506.4,54508.1,1
15114,8,8,1,8,1044.4,1044.4,1
15115,9,9,2,10,11874.4,11874.4,1
15116,8,8,2,9,25619.7,25619.7,1
15117,9,9,1,9,432595.642,182464.0,1
15117,9,9,2,10,432595.642,69878.8,1
15117,9,9,2,10,432595.642,899.842,1
15117,9,9,2,10,432595.642,179353.0,1
15118,9,9,2,10,25776.800000000003,14637.6,1
15118,9,9,4,12,25776.800000000003,11139.2,0
15119,4,4,1,4,1012.55,1012.55,1
15120,3,3,2,4,20409.1,20409.1,1
15121,6,6,1,6,41214.4,29472.7,1
15121,6,6,2,7,41214.4,11741.7,1
15122,9,9,1,9,88050.0,58351.6,1
15122,9,9,2,10,88050.0,29698.4,1
15123,1,1,1,1,1007028.1,32613.1,1
15123,1,1,1,1,1007028.1,974415.0,1
15124,3,3,2,4,38746.450000000004,37081.3,1
15124,3,3,3,5,38746.450000000004,1665.15,1
15125,1,1,2,2,16993.2,16993.2,1
15126,4,4,3,6,8611.94,8611.94,1
15127,4,4,1,4,3220.284,2254.69,1
15127,4,4,2,5,3220.284,965.594,1
15128,3,3,2,4,11677.8,4870.93,1
15128,3,3,4,6,11677.8,6806.87,1
15129,5,5,2,6,88496.2,88496.2,1
15130,10,10,2,11,22074.68,20178.2,0
15130,10,10,2,11,22074.68,1896.48,0
15131,8,8,1,8,15580.5,15580.5,1
15132,1,1,1,1,1565.89,1565.89,1
15133,5,5,2,6,13500.24,12715.5,1
15133,5,5,2,6,13500.24,784.74,1
15134,5,5,1,5,85768.42000000001,2379.82,1
15134,5,5,1,5,85768.42000000001,83388.6,1
15135,1,1,2,2,1186.92,1186.92,1
15136,1,1,2,2,89409.07,10224.1,1
15136,1,1,2,2,89409.07,76928.0,1
15136,1,1,2,2,89409.07,2256.97,1
15137,10,10,4,13,10477.1,10477.1,0
15138,5,5,1,5,10953.8,10953.8,1
15139,4,4,1,4,158703.0,158703.0,1
15140,4,4,2,5,63117.8,20946.2,1
15140,4,4,2,5,63117.8,42171.6,1
15141,1,1,1,1,36382.8,36382.8,1
15142,6,6,2,7,43331.7,43331.7,1
15143,7,7,2,8,13209.1,13209.1,1
15144,9,9,1,9,193.737,193.737,1
15145,10,10,1,10,79286.0,13538.1,1
15145,10,10,1,10,79286.0,43389.5,1
15145,10,10,2,11,79286.0,22358.4,0
15146,1,1,4,4,4728.71,4728.71,1
15147,5,5,1,5,25875.45,1115.55,1
15147,5,5,2,6,25875.45,24759.9,1
15148,9,9,2,10,3842.69,3842.69,1
15149,5,5,4,8,58290.4,58290.4,1
15150,3,3,2,4,137155.0,123034.0,1
15150,3,3,2,4,137155.0,14121.0,1
15151,6,6,2,7,17421.436,362.736,1
15151,6,6,3,8,17421.436,17058.7,1
15152,10,10,1,10,16828.5,16828.5,1
15153,9,9,1,9,50406.0,50406.0,1
15154,8,8,1,8,4740.06,4740.06,1
15155,2,2,2,3,10553.6,10553.6,1
15156,7,7,2,8,23694.23,1744.23,1
15156,7,7,2,8,23694.23,21950.0,1
15157,3,3,2,4,24215.665,7039.15,1
15157,3,3,2,4,24215.665,970.815,1
15157,3,3,3,5,24215.665,16205.7,1
15158,6,6,1,6,45993.7,45993.7,1
15159,5,5,2,6,12098.7,12098.7,1
15160,1,1,2,2,34658.85,4243.95,1
15160,1,1,4,4,34658.85,30414.9,1
15161,1,1,1,1,37806.9,37806.9,1
15162,3,3,1,3,74890.9,74890.9,1
15163,3,3,1,3,5642.61,5642.61,1
15164,9,9,1,9,1368.9229999999998,843.161,1
15164,9,9,2,10,1368.9229999999998,525.762,1
15165,7,7,2,8,98586.4,61623.6,1
15165,7,7,2,8,98586.4,21466.9,1
15165,7,7,2,8,98586.4,15495.9,1
15166,1,1,2,2,60502.9,60502.9,1
15167,6,6,2,7,14321.4,14321.4,1
15168,3,3,2,4,8570.67,8570.67,1
15169,8,8,1,8,68435.5,55910.7,1
15169,8,8,3,10,68435.5,12524.8,1
15170,9,9,1,9,83856.3,49098.5,1
15170,9,9,3,11,83856.3,34757.8,0
15171,10,10,1,10,51194.8,51194.8,1
15172,3,3,2,4,48180.5,48180.5,1
15173,1,1,2,2,34408.9,34408.9,1
15174,2,2,2,3,45288.903,680.903,1
15174,2,2,3,4,45288.903,44608.0,1
15175,2,2,1,2,5123.0,5123.0,1
15176,6,6,1,6,39167.2,27177.4,1
15176,6,6,2,7,39167.2,11989.8,1
15177,1,1,2,2,102766.0,102766.0,1
15178,7,7,2,8,7009.56,5459.38,1
15178,7,7,2,8,7009.56,1550.18,1
15179,5,5,2,6,6111.35,6111.35,1
15180,6,6,2,7,17771.0,17771.0,1
15181,3,3,2,4,431439.0,59698.4,1
15181,3,3,2,4,431439.0,50532.6,1
15181,3,3,2,4,431439.0,321208.0,1
15182,9,9,1,9,797.111,797.111,1
15183,2,2,2,3,41294.6,41294.6,1
15184,6,6,2,7,3678.23,3678.23,1
15185,9,9,1,9,124154.5,118758.0,1
15185,9,9,2,10,124154.5,5396.5,1
15186,10,10,2,11,1059.99,1059.99,0
15187,9,9,3,11,16692.8,16692.8,0
15188,1,1,2,2,7555.46,7555.46,1
15189,4,4,1,4,62012.5,48247.3,1
15189,4,4,2,5,62012.5,13765.2,1
15190,1,1,4,4,23506.7,23506.7,1
15191,5,5,1,5,17820.8,17820.8,1
15192,8,8,3,10,63120.0,63120.0,1
15193,7,7,1,7,8410.52,8410.52,1
15194,7,7,2,8,7394.45,7394.45,1
15195,3,3,2,4,53222.7,53222.7,1
15196,4,4,1,4,47522.53,38759.6,1
15196,4,4,2,5,47522.53,8762.93,1
15197,10,10,1,10,9067.51,9067.51,1
15198,4,4,1,4,18833.5,18833.5,1
15199,9,9,1,9,165642.789,969.789,1
15199,9,9,1,9,165642.789,164673.0,1
15200,1,1,2,2,485.612,485.612,1
15201,9,9,3,11,25668.7,25668.7,0
15202,2,2,2,3,50316.509999999995,48865.7,1
15202,2,2,3,4,50316.509999999995,1450.81,1
15203,4,4,2,5,86388.3,17536.0,1
15203,4,4,2,5,86388.3,68852.3,1
15204,6,6,1,6,76320.9,47202.6,1
15204,6,6,2,7,76320.9,29118.3,1
15205,4,4,2,5,22968.4,22968.4,1
15206,8,8,2,9,82329.6,82329.6,1
15207,3,3,1,3,211595.141,203473.0,1
15207,3,3,2,4,211595.141,5564.25,1
15207,3,3,2,4,211595.141,2097.03,1
15207,3,3,5,7,211595.141,460.861,1
15208,7,7,2,8,242395.0,242395.0,1
15209,7,7,1,7,7912.610000000001,5695.51,1
15209,7,7,3,9,7912.610000000001,2217.1,1
15210,2,2,2,3,7364.045999999999,678.896,1
15210,2,2,2,3,7364.045999999999,6685.15,1
15211,2,2,1,2,180963.848,180615.0,1
15211,2,2,1,2,180963.848,348.848,1
15212,5,5,1,5,2253.35,2253.35,1
15213,1,1,2,2,33952.6,33952.6,1
15214,7,7,1,7,21489.36,4227.99,1
15214,7,7,2,8,21489.36,6486.77,1
15214,7,7,2,8,21489.36,10774.6,1
15215,10,10,1,10,201555.0,201555.0,1
15216,8,8,6,13,16365.9,16365.9,0
15217,4,4,1,4,36766.46,34089.1,1
15217,4,4,1,4,36766.46,2677.36,1
15218,2,2,2,3,267462.0,267462.0,1
15219,9,9,2,10,12814.4,12814.4,1
15220,3,3,2,4,1703.97,1703.97,1
15221,9,9,2,10,22120.53,14834.1,1
15221,9,9,2,10,22120.53,7286.43,1
15222,10,10,1,10,121124.0,121124.0,1
15223,1,1,2,2,3485.08,3485.08,1
15224,7,7,5,11,35053.2,35053.2,0
15225,1,1,2,2,22116.9,22116.9,1
15226,5,5,4,8,16333.3,16333.3,1
15227,9,9,2,10,7476.59,7476.59,1
15228,2,2,1,2,5467.29,5467.29,1
15229,10,10,1,10,46449.899999999994,30765.1,1
15229,10,10,2,11,46449.899999999994,15684.8,0
15230,2,2,3,4,36550.71,29440.1,1
15230,2,2,3,4,36550.71,7110.61,1
15231,2,2,1,2,66672.9,12194.3,1
15231,2,2,5,6,66672.9,54478.6,1
15232,10,10,2,11,22066.2,22066.2,0
15233,3,3,4,6,24821.1,24821.1,1
15234,3,3,1,3,13134.2,13134.2,1
15235,6,6,2,7,31185.95,28031.4,1
15235,6,6,4,9,31185.95,3154.55,1
15236,10,10,1,10,14048.349999999999,6743.69,1
15236,10,10,1,10,14048.349999999999,3081.39,1
15236,10,10,1,10,14048.349999999999,2406.67,1
15236,10,10,2,11,14048.349999999999,1816.6,0
15237,7,7,1,7,69354.34300000001,68489.1,1
15237,7,7,1,7,69354.34300000001,865.243,1
15238,8,8,2,9,2751.16,2751.16,1
15239,5,5,2,6,141314.05,1146.25,1
15239,5,5,2,6,141314.05,16048.8,1
15239,5,5,3,7,141314.05,124119.0,1
15240,10,10,1,10,5954.38,1135.39,1
15240,10,10,2,11,5954.38,4818.99,0
15241,9,9,1,9,46249.03,29587.0,1
15241,9,9,1,9,46249.03,15071.6,1
15241,9,9,6,14,46249.03,1590.43,0
15242,6,6,1,6,23434.199999999997,4643.1,1
15242,6,6,1,6,23434.199999999997,18791.1,1
15243,10,10,2,11,5394.775,465.375,0
15243,10,10,2,11,5394.775,4929.4,0
15244,6,6,1,6,40932.7,40932.7,1
15245,4,4,1,4,82502.67000000001,7036.07,1
15245,4,4,2,5,82502.67000000001,75466.6,1
15246,3,3,1,3,4050.9,4050.9,1
15247,7,7,2,8,44770.9,29806.0,1
15247,7,7,2,8,44770.9,14964.9,1
15248,2,2,2,3,53700.14,2371.04,1
15248,2,2,4,5,53700.14,51329.1,1
15249,6,6,2,7,13997.4,13997.4,1
15250,9,9,6,14,11353.6,11353.6,0
15251,6,6,1,6,49017.8,49017.8,1
15252,4,4,2,5,105429.0,105429.0,1
15253,8,8,2,9,234.662,234.662,1
15254,2,2,2,3,3667.05,3667.05,1
15255,6,6,1,6,20299.329999999998,1881.23,1
15255,6,6,1,6,20299.329999999998,18418.1,1
15256,1,1,1,1,39135.41,5054.91,1
15256,1,1,3,3,39135.41,34080.5,1
15257,7,7,2,8,23550.7,23550.7,1
15258,3,3,1,3,18387.55,8910.22,1
15258,3,3,2,4,18387.55,9477.33,1
15259,4,4,2,5,77202.279,65903.4,1
15259,4,4,2,5,77202.279,763.679,1
15259,4,4,2,5,77202.279,10535.2,1
15260,4,4,1,4,24269.47,7852.17,1
15260,4,4,2,5,24269.47,16417.3,1
15261,1,1,2,2,3972.98,3972.98,1
15262,3,3,2,4,198.287,198.287,1
15263,4,4,1,4,8041.702,7429.97,1
15263,4,4,2,5,8041.702,611.732,1
15264,1,1,1,1,7902.64,7902.64,1
15265,6,6,4,9,29095.4,29095.4,1
15266,9,9,1,9,4078.06,4078.06,1
15267,9,9,1,9,25701.8,25701.8,1
15268,6,6,1,6,5453.59,5453.59,1
15269,6,6,2,7,4882.65,4882.65,1
15270,8,8,1,8,38376.2,35889.5,1
15270,8,8,1,8,38376.2,2486.7,1
15271,4,4,1,4,15127.93,4040.63,1
15271,4,4,2,5,15127.93,11087.3,1
15272,3,3,1,3,6586.65,6586.65,1
15273,10,10,2,11,153716.0,153716.0,0
15274,9,9,1,9,14212.41,8416.73,1
15274,9,9,2,10,14212.41,5795.68,1
15275,6,6,4,9,8050.18,8050.18,1
15276,6,6,1,6,204718.63,5321.63,1
15276,6,6,1,6,204718.63,199397.0,1
15277,2,2,3,4,5742.39,5742.39,1
15278,5,5,4,8,17732.8,17732.8,1
15279,2,2,3,4,1465.98,1465.98,1
15280,5,5,1,5,24257.1,24257.1,1
15281,2,2,1,2,37735.1,10776.0,1
15281,2,2,2,3,37735.1,26959.1,1
15282,7,7,2,8,31555.98,1827.48,1
15282,7,7,2,8,31555.98,29728.5,1
15283,5,5,1,5,18186.4,18186.4,1
15284,5,5,1,5,1709.14,1709.14,1
15285,4,4,1,4,2421240.0,2421240.0,1
15286,9,9,2,10,39343.509999999995,37448.7,1
15286,9,9,5,13,39343.509999999995,1894.81,0
15287,7,7,1,7,4095.9,4095.9,1
15288,6,6,1,6,8382.75,8382.75,1
15289,8,8,1,8,3687.17,3687.17,1
15290,3,3,1,3,8135.956,7371.86,1
15290,3,3,2,4,8135.956,764.096,1
15291,8,8,1,8,15890.35,2580.85,1
15291,8,8,3,10,15890.35,13309.5,1
15292,2,2,3,4,3593.71,3593.71,1
15293,8,8,2,9,3263.15,3263.15,1
15294,1,1,1,1,12782.869999999999,6144.99,1
15294,1,1,2,2,12782.869999999999,6637.88,1
15295,5,5,2,6,1448435.41,6914.41,1
15295,5,5,2,6,1448435.41,1421070.0,1
15295,5,5,2,6,1448435.41,20451.0,1
15296,9,9,1,9,44582.92,3735.52,1
15296,9,9,1,9,44582.92,26065.3,1
15296,9,9,2,10,44582.92,14782.1,1
15297,5,5,1,5,2356.43,2356.43,1
15298,3,3,1,3,6980.31,6980.31,1
15299,10,10,3,12,6763.74,6763.74,0
15300,6,6,2,7,73437.0,73437.0,1
15301,1,1,1,1,592778.0,592778.0,1
15302,7,7,1,7,1691.53,1691.53,1
15303,8,8,2,9,50131.0,50131.0,1
15304,4,4,1,4,38397.0,15547.1,1
15304,4,4,2,5,38397.0,22849.9,1
15305,2,2,1,2,1305.22,1305.22,1
15306,2,2,2,3,23526.5,23526.5,1
15307,6,6,1,6,27757.6,27757.6,1
15308,5,5,1,5,10773.4,10773.4,1
15309,7,7,1,7,67604.8,67604.8,1
15310,6,6,2,7,759549.06,756391.0,1
15310,6,6,3,8,759549.06,3158.06,1
15311,2,2,2,3,10885.5,10885.5,1
15312,10,10,2,11,32399.350000000002,6562.45,0
15312,10,10,2,11,32399.350000000002,25836.9,0
15313,8,8,2,9,7764.299999999999,2632.6,1
15313,8,8,3,10,7764.299999999999,5131.7,1
15314,5,5,1,5,2160.4,2160.4,1
15315,7,7,3,9,1864.02,1864.02,1
15316,8,8,3,10,27315.9,15696.8,1
15316,8,8,3,10,27315.9,11619.1,1
15317,9,9,1,9,44752.229999999996,40290.5,1
15317,9,9,2,10,44752.229999999996,4461.73,1
15318,5,5,2,6,5941.15,5941.15,1
15319,9,9,2,10,2689.67,2689.67,1
15320,10,10,2,11,83884.28,82523.1,0
15320,10,10,2,11,83884.28,1361.18,0
15321,8,8,2,9,39808.0,39808.0,1
15322,1,1,2,2,97790.2,26475.3,1
15322,1,1,2,2,97790.2,71314.9,1
15323,6,6,1,6,19959.0,19959.0,1
15324,10,10,2,11,17954.1,17954.1,0
15325,3,3,2,4,361540.73,356284.0,1
15325,3,3,2,4,361540.73,5256.73,1
15326,7,7,1,7,20224.760000000002,1313.29,1
15326,7,7,1,7,20224.760000000002,13495.1,1
15326,7,7,2,8,20224.760000000002,5416.37,1
15327,6,6,1,6,99562.8,60185.0,1
15327,6,6,1,6,99562.8,39377.8,1
15328,3,3,2,4,10160.269999999999,8433.96,1
